sim_id,step,individuals,present_species,shannon,patch_individuals_mean,patch_species_mean,patch_shannon_mean,sample_individuals_mean,sample_species_mean,sample_shannon_mean,habitat,fragmentation,n_patches,n_samples
1,1,5000,994,6.80607757001519,5000,994,6.80607757001519,0,0,0,1,0,1,0
1,2,6144,982,6.76555350848418,6144,982,6.76555350848418,0,0,0,1,0,1,0
1,3,7704,976,6.74100828367615,7704,976,6.74100828367615,0,0,0,1,0,1,0
1,4,9630,974,6.71585639993893,9630,974,6.71585639993893,0,0,0,1,0,1,0
1,5,12074,969,6.69613914274102,12074,969,6.69613914274102,0,0,0,1,0,1,0
1,6,15219,965,6.68100691849729,15219,965,6.68100691849729,0,0,0,1,0,1,0
1,7,19205,963,6.6687516024719,19205,963,6.6687516024719,0,0,0,1,0,1,0
1,8,24214,958,6.65995358198989,24214,958,6.65995358198989,0,0,0,1,0,1,0
1,9,30629,955,6.64648922549381,30629,955,6.64648922549381,0,0,0,1,0,1,0
1,10,38495,954,6.63242826575375,38495,954,6.63242826575375,0,0,0,1,0,1,0
1,11,47624,955,6.62006969612333,47624,955,6.62006969612333,0,0,0,1,0,1,0
1,12,58081,952,6.60267225526767,58081,952,6.60267225526767,0,0,0,1,0,1,0
1,13,69586,951,6.58247663627936,69586,951,6.58247663627936,0,0,0,1,0,1,0
1,14,79633,950,6.5578181044612,79633,950,6.5578181044612,0,0,0,1,0,1,0
1,15,86595,951,6.53842659985348,86595,951,6.53842659985348,0,0,0,1,0,1,0
1,16,90001,948,6.52852545009133,90001,948,6.52852545009133,0,0,0,1,0,1,0
1,17,91655,947,6.52268242146715,91655,947,6.52268242146715,0,0,0,1,0,1,0
1,18,92262,947,6.51832550269457,92262,947,6.51832550269457,0,0,0,1,0,1,0
1,19,93007,946,6.51374671469384,93007,946,6.51374671469384,0,0,0,1,0,1,0
1,20,93638,946,6.51150808157315,93638,946,6.51150808157315,0,0,0,1,0,1,0
1,21,93566,945,6.50575937037502,93566,945,6.50575937037502,0,0,0,1,0,1,0
1,22,93543,946,6.50431281514027,93543,946,6.50431281514027,0,0,0,1,0,1,0
1,23,93718,944,6.49848534797929,93718,944,6.49848534797929,0,0,0,1,0,1,0
1,24,94049,944,6.4976281568461,94049,944,6.4976281568461,0,0,0,1,0,1,0
1,25,93707,944,6.49520985658482,93707,944,6.49520985658482,0,0,0,1,0,1,0
1,26,93301,945,6.49068623466789,93301,945,6.49068623466789,0,0,0,1,0,1,0
1,27,93633,944,6.49002245454916,93633,944,6.49002245454916,0,0,0,1,0,1,0
1,28,93338,943,6.48641597380453,93338,943,6.48641597380453,0,0,0,1,0,1,0
1,29,93695,943,6.48383085292512,93695,943,6.48383085292512,0,0,0,1,0,1,0
1,30,93902,944,6.48159411423482,93902,944,6.48159411423482,0,0,0,1,0,1,0
1,31,93653,945,6.47722072744126,93653,945,6.47722072744126,0,0,0,1,0,1,0
1,32,93662,943,6.4737104317714,93662,943,6.4737104317714,0,0,0,1,0,1,0
1,33,93627,941,6.47317372655963,93627,941,6.47317372655963,0,0,0,1,0,1,0
1,34,93942,941,6.46973236847475,93942,941,6.46973236847475,0,0,0,1,0,1,0
1,35,93807,941,6.46958131906926,93807,941,6.46958131906926,0,0,0,1,0,1,0
1,36,94034,939,6.46407494578845,94034,939,6.46407494578845,0,0,0,1,0,1,0
1,37,93722,933,6.46193871254711,93722,933,6.46193871254711,0,0,0,1,0,1,0
1,38,93680,931,6.46043063289008,93680,931,6.46043063289008,0,0,0,1,0,1,0
1,39,93493,930,6.45751542413631,93493,930,6.45751542413631,0,0,0,1,0,1,0
1,40,93666,928,6.45487148152714,93666,928,6.45487148152714,0,0,0,1,0,1,0
1,41,13980,481,5.63595137528021,6990,278.5,4.85342497405524,36.9,24.3333333333333,3.03033413253934,0.15,0.1,2,30
1,42,13999,471,5.62352878264163,6999.5,273,4.81902796878461,38.2666666666667,24.3666666666667,3.0071568970001,0.15,0.1,2,30
1,43,14031,465,5.60669422597669,7015.5,265.5,4.74369619742478,37.1333333333333,24.2666666666667,3.01823032767816,0.15,0.1,2,30
1,44,13848,453,5.59661314637883,6924,256.5,4.69705733963878,36.5,24.2,3.0246815567544,0.15,0.1,2,30
1,45,13861,450,5.59016293833921,6930.5,256,4.69185067139522,36.0333333333333,23.8333333333333,3.02142079672072,0.15,0.1,2,30
1,46,13834,447,5.57098486035706,6917,253,4.62631565956349,37.3333333333333,23.6666666666667,2.99840773766156,0.15,0.1,2,30
1,47,14016,441,5.56235421245628,7008,250,4.61140899788264,37.0333333333333,23.6666666666667,3.00143845632063,0.15,0.1,2,30
1,48,13962,437,5.55556067589288,6981,247.5,4.62471777541614,36.5,23.2333333333333,2.98276836085541,0.15,0.1,2,30
1,49,13870,433,5.54009118396609,6935,243.5,4.59020511357206,36.7333333333333,23.3666666666667,3.0002149183545,0.15,0.1,2,30
