sim_id,step,individuals,present_species,shannon,patch_individuals_mean,patch_species_mean,patch_shannon_mean,sample_individuals_mean,sample_species_mean,sample_shannon_mean,habitat,fragmentation,n_patches,n_samples
1,1,5000,990,6.80721722799408,5000,990,6.80721722799408,0,0,0,1,0,1,0
1,2,6374,986,6.78308271883851,6374,986,6.78308271883851,0,0,0,1,0,1,0
1,3,8212,980,6.7636893169413,8212,980,6.7636893169413,0,0,0,1,0,1,0
1,4,10593,977,6.74531748431157,10593,977,6.74531748431157,0,0,0,1,0,1,0
1,5,13610,977,6.73008496682042,13610,977,6.73008496682042,0,0,0,1,0,1,0
1,6,17675,976,6.72039049326634,17675,976,6.72039049326634,0,0,0,1,0,1,0
1,7,22781,975,6.70413960940578,22781,975,6.70413960940578,0,0,0,1,0,1,0
1,8,29738,975,6.69590132604844,29738,975,6.69590132604844,0,0,0,1,0,1,0
1,9,38686,974,6.68667657522448,38686,974,6.68667657522448,0,0,0,1,0,1,0
1,10,50094,974,6.68028565855789,50094,974,6.68028565855789,0,0,0,1,0,1,0
1,11,63931,973,6.67301442256473,63931,973,6.67301442256473,0,0,0,1,0,1,0
1,12,77697,974,6.66851644524472,77697,974,6.66851644524472,0,0,0,1,0,1,0
1,13,86984,974,6.66447847764138,86984,974,6.66447847764138,0,0,0,1,0,1,0
1,14,91256,973,6.66302389175969,91256,973,6.66302389175969,0,0,0,1,0,1,0
1,15,92608,971,6.66209218594067,92608,971,6.66209218594067,0,0,0,1,0,1,0
1,16,93139,972,6.66088584675204,93139,972,6.66088584675204,0,0,0,1,0,1,0
1,17,93359,972,6.65842762355708,93359,972,6.65842762355708,0,0,0,1,0,1,0
1,18,94073,972,6.65445676013489,94073,972,6.65445676013489,0,0,0,1,0,1,0
1,19,93863,971,6.65222786470366,93863,971,6.65222786470366,0,0,0,1,0,1,0
1,20,93796,971,6.64923594591109,93796,971,6.64923594591109,0,0,0,1,0,1,0
1,21,93681,970,6.64702955288789,93681,970,6.64702955288789,0,0,0,1,0,1,0
1,22,93656,970,6.64475710013546,93656,970,6.64475710013546,0,0,0,1,0,1,0
1,23,93717,973,6.64348986014677,93717,973,6.64348986014677,0,0,0,1,0,1,0
1,24,93560,971,6.64087388087619,93560,971,6.64087388087619,0,0,0,1,0,1,0
1,25,93688,970,6.6391138758759,93688,970,6.6391138758759,0,0,0,1,0,1,0
1,26,93942,969,6.63407656694225,93942,969,6.63407656694225,0,0,0,1,0,1,0
1,27,93984,968,6.63151043551585,93984,968,6.63151043551585,0,0,0,1,0,1,0
1,28,93694,968,6.63039451166832,93694,968,6.63039451166832,0,0,0,1,0,1,0
1,29,93809,969,6.62774859726636,93809,969,6.62774859726636,0,0,0,1,0,1,0
1,30,93580,967,6.6246837683509,93580,967,6.6246837683509,0,0,0,1,0,1,0
1,31,93825,964,6.62001229261507,93825,964,6.62001229261507,0,0,0,1,0,1,0
1,32,93739,963,6.61777320278259,93739,963,6.61777320278259,0,0,0,1,0,1,0
1,33,93727,963,6.61480398524968,93727,963,6.61480398524968,0,0,0,1,0,1,0
1,34,93567,961,6.61306825378037,93567,961,6.61306825378037,0,0,0,1,0,1,0
1,35,93863,961,6.60846616404591,93863,961,6.60846616404591,0,0,0,1,0,1,0
1,36,93631,959,6.6067568409602,93631,959,6.6067568409602,0,0,0,1,0,1,0
1,37,93515,958,6.60622896351096,93515,958,6.60622896351096,0,0,0,1,0,1,0
1,38,93485,955,6.60466189280731,93485,955,6.60466189280731,0,0,0,1,0,1,0
1,39,93452,955,6.60432690487936,93452,955,6.60432690487936,0,0,0,1,0,1,0
1,40,93720,954,6.60368223095266,93720,954,6.60368223095266,0,0,0,1,0,1,0
1,41,14102,544,5.74128010924999,2350.33333333333,119.333333333333,3.89429312411691,37.5666666666667,18.3,2.70090923716038,0.15,0.1,6,30
1,42,14146,537,5.73032352919818,2357.66666666667,116.833333333333,3.81887020665153,37.4666666666667,18.0666666666667,2.6794012295151,0.15,0.1,6,30
1,43,14012,527,5.71891941881762,2335.33333333333,113.833333333333,3.79017816966506,36.8666666666667,18.3,2.69525053753574,0.15,0.1,6,30
1,44,14053,515,5.71461117784745,2342.16666666667,110.166666666667,3.77117220571952,37.3,18.2,2.70006300649867,0.15,0.1,6,30
1,45,14053,511,5.70015533568029,2342.16666666667,108.833333333333,3.76335928628474,37.8666666666667,18.6666666666667,2.71953465896872,0.15,0.1,6,30
1,46,14103,508,5.70310007820465,2350.5,107.666666666667,3.75724839409445,37.4333333333333,18.4,2.69547691161197,0.15,0.1,6,30
1,47,14123,502,5.69487687633206,2353.83333333333,105.833333333333,3.73194128246971,37.2333333333333,18.1333333333333,2.67845297353579,0.15,0.1,6,30
1,48,14036,493,5.68442955961084,2339.33333333333,103.166666666667,3.68890020755274,37.1666666666667,18,2.67555253478761,0.15,0.1,6,30
1,49,14109,486,5.67594431696693,2351.5,101.333333333333,3.65898302452988,38.9666666666667,17.7,2.63565625660943,0.15,0.1,6,30
1,50,13986,481,5.66744974648832,2331,100.333333333333,3.64214687917476,36.7666666666667,17.3333333333333,2.62870029243324,0.15,0.1,6,30
1,51,13996,477,5.65543235680205,2332.66666666667,99.3333333333333,3.6175458276323,36.9666666666667,17.3666666666667,2.62615637217823,0.15,0.1,6,30
1,52,14094,472,5.65524230599904,2349,98,3.62628677379622,37.1,17.7,2.65790296753752,0.15,0.1,6,30
1,53,14097,466,5.64607495274588,2349.5,97,3.6109258122266,37.3666666666667,17.5,2.63670565573191,0.15,0.1,6,30
1,54,14061,462,5.64116184131255,2343.5,96.3333333333333,3.58904931655811,37.2333333333333,17.3666666666667,2.61965633643441,0.15,0.1,6,30
1,55,14068,457,5.63196527030338,2344.66666666667,95.1666666666667,3.57823058509351,39,17.8,2.63968707260112,0.15,0.1,6,30
1,56,14029,449,5.62570142557653,2338.16666666667,93.1666666666667,3.54936394080701,37.3,17.1,2.600214142556,0.15,0.1,6,30
1,57,14099,446,5.62322001871574,2349.83333333333,92,3.49634346488064,37.0333333333333,16.8666666666667,2.58552646936704,0.15,0.1,6,30
1,58,14093,445,5.61656650545841,2348.83333333333,92,3.50910562266208,38.3666666666667,17.7333333333333,2.63745776102216,0.15,0.1,6,30
1,59,14119,442,5.6159243023234,2353.16666666667,92,3.54068567102675,37.2666666666667,17.4,2.60684228766225,0.15,0.1,6,30
1,60,14146,440,5.6086020016011,2357.66666666667,91.8333333333333,3.54279114171636,37.1666666666667,17.2333333333333,2.59569099675422,0.15,0.1,6,30
