sim_id,step,individuals,present_species,shannon,patch_individuals_mean,patch_species_mean,patch_shannon_mean,sample_individuals_mean,sample_species_mean,sample_shannon_mean,habitat,fragmentation,n_patches,n_samples
1,1,5000,992,6.80035060485229,5000,992,6.80035060485229,0,0,0,1,0,1,0
1,2,6355,988,6.77906896228079,6355,988,6.77906896228079,0,0,0,1,0,1,0
1,3,8069,983,6.76039843807144,8069,983,6.76039843807144,0,0,0,1,0,1,0
1,4,10450,980,6.74377492044854,10450,980,6.74377492044854,0,0,0,1,0,1,0
1,5,13361,976,6.72699957201881,13361,976,6.72699957201881,0,0,0,1,0,1,0
1,6,17252,975,6.71728658615957,17252,975,6.71728658615957,0,0,0,1,0,1,0
1,7,22228,976,6.7079406858985,22228,976,6.7079406858985,0,0,0,1,0,1,0
1,8,28873,976,6.69926416111198,28873,976,6.69926416111198,0,0,0,1,0,1,0
1,9,37632,975,6.69145457878036,37632,975,6.69145457878036,0,0,0,1,0,1,0
1,10,48738,975,6.68510443490907,48738,975,6.68510443490907,0,0,0,1,0,1,0
1,11,62202,974,6.67926866241534,62202,974,6.67926866241534,0,0,0,1,0,1,0
1,12,75761,975,6.67446631278278,75761,975,6.67446631278278,0,0,0,1,0,1,0
1,13,85957,975,6.67206021047921,85957,975,6.67206021047921,0,0,0,1,0,1,0
1,14,90559,975,6.6721414624407,90559,975,6.6721414624407,0,0,0,1,0,1,0
1,15,92602,976,6.66906472631709,92602,976,6.66906472631709,0,0,0,1,0,1,0
1,16,93247,974,6.66731777802541,93247,974,6.66731777802541,0,0,0,1,0,1,0
1,17,93395,973,6.66432325375733,93395,973,6.66432325375733,0,0,0,1,0,1,0
1,18,93594,973,6.66210254545926,93594,973,6.66210254545926,0,0,0,1,0,1,0
1,19,93921,972,6.65933823780958,93921,972,6.65933823780958,0,0,0,1,0,1,0
1,20,93603,970,6.65595048900634,93603,970,6.65595048900634,0,0,0,1,0,1,0
1,21,93752,970,6.65312334684412,93752,970,6.65312334684412,0,0,0,1,0,1,0
1,22,93799,969,6.65082484330148,93799,969,6.65082484330148,0,0,0,1,0,1,0
1,23,93801,969,6.6461470314618,93801,969,6.6461470314618,0,0,0,1,0,1,0
1,24,93727,969,6.64413000796645,93727,969,6.64413000796645,0,0,0,1,0,1,0
1,25,93305,969,6.64081929588713,93305,969,6.64081929588713,0,0,0,1,0,1,0
1,26,93796,969,6.64087750816781,93796,969,6.64087750816781,0,0,0,1,0,1,0
1,27,93536,969,6.63816110468692,93536,969,6.63816110468692,0,0,0,1,0,1,0
1,28,93748,966,6.63651374147274,93748,966,6.63651374147274,0,0,0,1,0,1,0
1,29,93769,963,6.6344642310828,93769,963,6.6344642310828,0,0,0,1,0,1,0
1,30,93621,962,6.6331199485766,93621,962,6.6331199485766,0,0,0,1,0,1,0
1,31,93756,962,6.63118656794108,93756,962,6.63118656794108,0,0,0,1,0,1,0
1,32,93717,962,6.62932445086595,93717,962,6.62932445086595,0,0,0,1,0,1,0
1,33,93986,962,6.62622049824525,93986,962,6.62622049824525,0,0,0,1,0,1,0
1,34,93918,961,6.6234611068733,93918,961,6.6234611068733,0,0,0,1,0,1,0
1,35,93796,959,6.62095200230706,93796,959,6.62095200230706,0,0,0,1,0,1,0
1,36,93614,960,6.61788184436685,93614,960,6.61788184436685,0,0,0,1,0,1,0
1,37,93727,960,6.61515957891224,93727,960,6.61515957891224,0,0,0,1,0,1,0
1,38,93561,958,6.61300854515729,93561,958,6.61300854515729,0,0,0,1,0,1,0
1,39,93832,959,6.61013279568542,93832,959,6.61013279568542,0,0,0,1,0,1,0
1,40,93665,958,6.61225960562346,93665,958,6.61225960562346,0,0,0,1,0,1,0
1,41,14003,460,5.59912810391675,4667.66666666667,196,4.35018926499586,37.2333333333333,19.1333333333333,2.73180891657729,0.15,0.1,3,30
1,42,14029,448,5.58360928789299,4676.33333333333,191.333333333333,4.34893197045028,38.4,19.2666666666667,2.74056260504807,0.15,0.1,3,30
1,43,14086,444,5.57872872139812,4695.33333333333,186.666666666667,4.28887490396505,37.7333333333333,19.0666666666667,2.72310257666245,0.15,0.1,3,30
1,44,14030,438,5.57366091976164,4676.66666666667,183.666666666667,4.25885091103072,36.5666666666667,18.5333333333333,2.69993648763154,0.15,0.1,3,30
1,45,14091,432,5.56002585685299,4697,181,4.25726863746794,38.5666666666667,18.8666666666667,2.71170984335408,0.15,0.1,3,30
